part_number,name,manufacturer,category,existing_cost,existing_msrp,existing_retail
68679207AA,Indicator Pigtail - CTEK Comfort,RAM,Electronics,16.39,19.99,19.99
68679213AA,Indicator Plug - CTEK Comfort,RAM,Electronics,32.79,39.99,39.99
68719872AA,Inverter Accessory Cable - GoBlock - RedArc,RAM,Electronics,65.50,72.80,72.80
68679200AA,M10 Eyelet Connector - CTEK Comfort Connect,RAM,Electronics,8.19,9.99,9.99
68679195AA,M6 Eyelet Connector - CTEK Comfort Connect,RAM,Electronics,8.19,9.99,9.99
68679196AA,M8 Eyelet Connector - CTEK Comfort Connect,RAM,Electronics,8.19,9.99,9.99
68679209AA,Mobile Test Station - CTEK Trolley Pro,RAM,Electronics,356.69,434.99,434.99
68722797AA,Monocrystalline Fixed Solar Panel - 120 W - RedArc,RAM,Electronics,507.26,576.43,576.43
68723766AA,Monocrystalline Fixed Solar Panel - 180 W - RedArc,RAM,Electronics,479.00,545.00,545.00
68722799AA,Monocrystalline Fixed Solar Panel - 50 W - RedArc,RAM,Electronics,190.00,240.39,240.39
68722800AA,Monocrystalline Fixed Solar Panel - 80 W - RedArc,RAM,Electronics,286.00,347.39,347.39
68722801AA,Monocrystalline Portable Folding Solar Panel - 120 W - RedArc,RAM,Electronics,343.00,411.39,411.39
68722798AA,Monocrystalline Portable Folding Solar Panel - 200 W - RedArc,RAM,Electronics,729.00,840.43,840.43
82214908AB,Mopar WiFi,RAM,Electronics,75.00,108.00,108.00
68707773AA,Onboard Battery Charger - SMARTPASS 120S - CTEK,RAM,Electronics,491.99,599.99,599.99
68679211AA,Plug Adapter - CTEK Comfort Connect,RAM,Electronics,6.71,7.99,7.99
68650469AA,Power Inverter,RAM,Electronics,333.00,392.00,392.00
68650471AA,Power Inverter - 1500 W,RAM,Electronics,176.00,208.00,208.00
68650470AA,Power Inverter - 2500 W,RAM,Electronics,263.00,310.00,310.00
68650472AA,Power Inverter Remote On-Off Controller,RAM,Electronics,52.55,61.80,61.80
68649563AA,Power Inverters Cable Kit,RAM,Electronics,52.55,61.80,61.80
68719851AA,Side-by-Side Engine Bay Wiring Kit - BCDC1225 Charger - RedArc,RAM,Electronics,187.48,210.65,210.65
68679208AA,Socket - CTEK,RAM,Electronics,24.59,29.99,29.99
68679190AA,Solar Panel Charge Kit - CTEK CS Free,RAM,Electronics,178.00,218.00,218.00
68690274AA,Solar Panel System - VSS 135 Watt,RAM,Electronics,1052.00,1168.99,1168.99
68690273AA,Solar Panel System - VSS 65 Watt,RAM,Electronics,616.00,683.99,683.99
68678829AA,Solar Power,RAM,Electronics,674.00,741.00,741.00
68678830AA,Solar Power System - 60 W,RAM,Electronics,625.00,693.99,693.99
68679191AA,USB-C Charge Cable - CTEK CS Free,RAM,Electronics,49.19,59.99,59.99
68679192AA,USB-C Charge Cable Clamp - CTEK CS Free,RAM,Electronics,36.89,44.99,44.99
82215150AG,Wireless Phone Charging Kit,RAM,Electronics,262.00,358.00,358.00
77072520AA,Cat-Back Dual Exhaust System - 5.7L,RAM,Exhaust,1515.00,1935.00,1935.00
77072596AA,Cat-Back Exhaust System,RAM,Exhaust,1300.00,1745.00,1745.00
P5155280,Cat-Back Exhaust System - Tip - Stainless Steel,RAM,Exhaust,1080.00,1455.00,1455.00
82216079AA,Exhaust Tip - 5 Inch - 2 Piece - Black,RAM,Exhaust,438.00,600.00,600.00
82216080AA,Exhaust Tip - 5 Inch - 2 Piece - Polished,RAM,Exhaust,362.00,495.00,495.00
77072598AA,Exhaust Tip - Black,RAM,Exhaust,272.00,381.00,381.00
77072597AA,Exhaust Tip - Chrome,RAM,Exhaust,262.00,353.00,353.00
82207131AB,Exhaust Tip - Chrome,RAM,Exhaust,127.00,198.00,198.00
82208243AB,Exhaust Tip - Diesel Engines - Chrome,RAM,Exhaust,127.00,198.00,198.00
82215530AB,Decal Package - Bodyside Graphic - Crew Cab - 5.7 feet - Black,RAM,Exterior Graphics,314.00,435.00,435.00
82215532AB,Decal Package - Bodyside Graphic - Crew Cab - 5.7 feet - Grey Metallic,RAM,Exterior Graphics,314.00,435.00,435.00
82215816AB,Decal Package - Bodyside Graphic - Crew Cab - 6.4 feet - Black,RAM,Exterior Graphics,338.00,465.00,465.00
82215531AB,Decal Package - Bodyside Graphic - Quad Cab - 6.4 feet - Black,RAM,Exterior Graphics,299.00,414.00,414.00
82215529AB,Decal Package - Bodyside Graphic - Quad Cab - 6.4 Feet - Grey Metallic,RAM,Exterior Graphics,281.00,388.00,388.00
82216073AB,Decal Package - Hood - 1 Piece,RAM,Exterior Graphics,221.00,319.00,319.00
68276958AB,Decal Package - Hood - 2 Piece - Black,RAM,Exterior Graphics,221.00,385.00,385.00
82212740AE,Decal Package - Rocker Panel - Crew Cab - 5.7 Feet - Mossy Oak,RAM,Exterior Graphics,754.00,1025.00,1025.00
82215534AB,Decal Package - Sport Hood - 2 Piece - Black,RAM,Exterior Graphics,107.00,164.00,164.00
82215535AC,Decal Package - Standard Hood - Black,RAM,Exterior Graphics,148.00,213.00,213.00
82212742AD,Decal Package - Tailgate - Mossy Oak,RAM,Exterior Graphics,89.45,143.00,143.00
68709205AA,Badge Overlay Kit - Front - Matte Black,RAM,Factory Exterior,57.70,67.00,67.00
82216108AA,Bed-Mounted Spare Tire Carrier,RAM,Factory Exterior,1160.00,1475.00,1475.00
82211393AB,Fuel Filler Door - Chromed Aluminum,RAM,Factory Exterior,179.00,271.00,271.00
82215782,Gas Cap - Diesel Engine,RAM,Factory Exterior,33.45,47.55,47.55
68678831AA,License Plate Bracket,RAM,Factory Exterior,123.00,140.00,140.00
68675274AA,License Plate Bracket - Front,RAM,Factory Exterior,83.00,97.99,97.99
82215850,License Plate Frame Gift Set with Mopar Logo,RAM,Factory Exterior,59.25,85.20,85.20
82215855,License Plate Frame Gift Set with Mopar Logo - Polished,RAM,Factory Exterior,59.25,85.20,85.20
05278655AB,Locking Fuel Cap - Black,RAM,Factory Exterior,29.15,50.80,50.80
68650467AA,Magnet Mount Antenna - 18.5 Inch,RAM,Factory Exterior,43.30,51.50,51.50
68650466AA,Magnet Mount Antenna - 42 Inch,RAM,Factory Exterior,30.90,36.00,36.00
82214909AG,Trailer Towing Mirror - Black,RAM,Factory Exterior,472.00,634.00,634.00
82215276AD,Trailer Towing Mirror - Black,RAM,Factory Exterior,472.00,634.00,634.00
1FA49403AA,Air Purifier,RAM,Factory Interior,114.00,230.00,230.00
82216076AA,Audio System Screen Protector Film,RAM,Factory Interior,27.25,46.20,46.20
5ZC73U3HAA,Cargo Area Security Cover - Retractable - Black,RAM,Factory Interior,93.75,167.00,167.00
68733117AA,Cellular Phone Holder,RAM,Factory Interior,70.36,79.95,79.95
82211490,Glovebox Lock - Black,RAM,Factory Interior,22.70,34.65,34.65
82214304,Grab Handle - B-Pillar Heavy Duty,RAM,Factory Interior,185.00,276.00,276.00
82214221,Grab Handle - B-Pillar Heavy Duty - 2 Piece,RAM,Factory Interior,116.00,179.00,179.00
82215519AC,Locking Console Compartment,RAM,Factory Interior,244.00,330.00,330.00
82212138AB,Pedal Kit - Bright Stainless Steel With Black Rubber Pads,RAM,Factory Interior,112.00,173.00,173.00
68752441AA,Pet Barrier,RAM,Factory Interior,114.80,132.50,132.50
RAM-PET-FEE  DING-SYSTEM,Pet Feeding System,RAM,Factory Interior,0.00,0.00,0.00
68752442AA,Pet Feeding System - 16 oz - Dark Gray,RAM,Factory Interior,58.19,63.95,63.95
68752443AA,Pet Feeding System - 16 oz - Tan,RAM,Factory Interior,58.19,63.95,63.95
68752444AA,Pet Feeding System - 32 oz - Dark Gray,RAM,Factory Interior,78.26,86.95,86.95
68752445AA,Pet Feeding System - 32 oz - Tan,RAM,Factory Interior,78.26,86.95,86.95
68752446AA,Pet Feeding System - 64 oz - Dark Gray,RAM,Factory Interior,102.56,113.95,113.95
68752454AA,Pet Feeding System - 64 oz - Tan,RAM,Factory Interior,102.56,113.95,113.95
68752455AA,Pet Ramp,RAM,Factory Interior,128.96,149.95,149.95
82213499AB,Roadside Safety Kit - Mopar Logo,RAM,Factory Interior,108.00,170.00,170.00
82214344AC,Roadside Safety Kit with Fire Extinguisher,RAM,Factory Interior,168.00,251.00,251.00
82211653,Storage Lock - 2 Piece,RAM,Factory Interior,137.00,202.00,202.00
82215817,Molding Wheel Lip Opening,RAM,Fender Flares,567.00,770.00,770.00
82215284AB,Wheel Lip Molding - 4 Piece,RAM,Fender Flares,567.00,770.00,770.00
82214773AD,Wheel Lip Molding - 4 Piece - Black,RAM,Fender Flares,71.15,534.00,534.00
82214577AC,Wheel Lip Molding - 4 Piece - Black with Medium Grained Textured - Rugged Style,RAM,Fender Flares,602.00,818.00,818.00
82214281AC,Wheel Lip Molding - 4 Piece - Bolt-On - Black With Medium Grained Textured Finish,RAM,Fender Flares,543.00,733.00,733.00
82215583AB,All Weather Floor Mat - Crew Cab - Black,RAM,Floor Mats,155.00,223.00,223.00
82215584AB,All Weather Floor Mat - Crew Cab - Brown,RAM,Floor Mats,155.00,223.00,223.00
82215582AB,All Weather Floor Mat - Quad Cab - Brown,RAM,Floor Mats,155.00,223.00,223.00
82215585AB,All Weather Floor Mats - Mega Cab - Black,RAM,Floor Mats,137.00,197.00,197.00
82215586AB,All Weather Floor Mats - Mega Cab - Brown,RAM,Floor Mats,137.00,197.00,197.00
82213488,All Weather Mats with Logo - Rear - Mega - Black,RAM,Floor Mats,75.20,116.00,116.00
82214399,All-Weather Cargo Area Mat,RAM,Floor Mats,105.00,155.00,155.00
82215320AD,All-Weather Floor Mat - 1st and 2nd Row - Ram Logo - Brown,RAM,Floor Mats,155.00,223.00,223.00
82215321AD,All-Weather Floor Mat - 1st and 2nd Row - Ram Logo - Crew Cab - Black,RAM,Floor Mats,155.00,223.00,223.00
82214397,All-Weather Floor Mat - 1st Row - Rams Head Logo - Black,RAM,Floor Mats,105.00,166.00,166.00
82214398,All-Weather Floor Mat - 2nd Row - Rams Head Logo - Black,RAM,Floor Mats,75.20,116.00,116.00
82215766AC,All-Weather Floor Mat - Bench Seat - Crew Cab - Black,RAM,Floor Mats,155.00,223.00,223.00
82215765AD,All-Weather Floor Mat - Bench Seat - Crew Cab - Brown,RAM,Floor Mats,150.00,215.00,215.00
82215767AC,All-Weather Floor Mat - Bench Seat - Mega Cab - Black,RAM,Floor Mats,155.00,223.00,223.00
82215768AD,All-Weather Floor Mat - Bench Seat - Mega Cab - Brown,RAM,Floor Mats,150.00,215.00,215.00
82215754AC,All-Weather Floor Mat - Bucket Seat - Crew Cab - Black,RAM,Floor Mats,155.00,223.00,223.00
82215755AD,All-Weather Floor Mat - Bucket Seat - Crew Cab - Brown,RAM,Floor Mats,150.00,215.00,215.00
82215756AC,All-Weather Floor Mat - Bucket Seat - Mega Cab - Black,RAM,Floor Mats,155.00,223.00,223.00
82215579AB,All-Weather Floor Mat - Front - Ram Head Logo - Regular Cab - Black,RAM,Floor Mats,105.00,166.00,166.00
82214969,All-Weather Floor Mat - Front - Rams Head Logo - Black,RAM,Floor Mats,155.00,223.00,223.00
82216412AA,All-Weather Floor Mat - Front and Rear - Bucket Style - Red Logo,RAM,Floor Mats,155.00,223.00,223.00
82215812AC,All-Weather Floor Mat - Front and Rear - Power Take Off - Black,RAM,Floor Mats,176.00,242.00,242.00
82215811AC,All-Weather Floor Mat - Front and Rear - Rams Head Logo - Black,RAM,Floor Mats,176.00,242.00,242.00
82215422AD,All-Weather Floor Mat - Front And Rear - Rams Head Logo - Crew Cab - Black With Red,RAM,Floor Mats,155.00,223.00,223.00
82215581AB,All-Weather Floor Mat - Quad Cab - Black,RAM,Floor Mats,155.00,223.00,223.00
82216607AA,All-Weather Floor Mat - RAM Logo - Crew Cab - Black,RAM,Floor Mats,116.00,166.00,166.00
82216609AA,All-Weather Floor Mat - RAM Logo - Crew Cab - Black,RAM,Floor Mats,61.10,81.55,81.55
82216606AB,All-Weather Floor Mat - RAM Logo - Quad Cab - Black,RAM,Floor Mats,49.20,65.65,65.65
82216269AB,All-Weather Floor Mat - Red Ram Logo - Crew Cab - Black,RAM,Floor Mats,155.00,223.00,223.00
82216610AA,All-Weather Floor Mat - Red RAM Logo - Crew Cab - Black,RAM,Floor Mats,61.10,81.55,81.55
82215759AC,All-Weather Floor Mat - Regular Cab - Black,RAM,Floor Mats,105.00,166.00,166.00
82215813AC,All-Weather Floor Mat - Regular Cab - PTO - Black,RAM,Floor Mats,105.00,166.00,166.00
82215421AD,All-Weather Floor Mats - Front And Rear - Quad Cab - Black With Red Rams Head Logo,RAM,Floor Mats,155.00,223.00,223.00
82216608AA,All-Weather Floor Mats - Rebel - Black,RAM,Floor Mats,123.00,175.00,175.00
82216268AB,All-Weather Floor Mats - Red Ram Logo - Quad Cab - Black,RAM,Floor Mats,155.00,223.00,223.00
82215323AD,All-Weather Slush Mat - Front and Rear - Quad Cab - Black,RAM,Floor Mats,155.00,223.00,223.00
82215322AD,All-Weather Slush Mat - Front and Rear - Quad Cab - Brown,RAM,Floor Mats,155.00,223.00,223.00
82215320AB,All-Weather Slush Mats - Front and Rear - Crew Cab - Brown,RAM,Floor Mats,155.00,223.00,223.00
82215323AB,All-Weather Slush Mats - Front and Rear - Quad Cab - Black,RAM,Floor Mats,155.00,223.00,223.00
82215322AB,All-Weather Slush Mats - Front and Rear - Quad Cab - Brown,RAM,Floor Mats,143.00,232.00,232.00
82213903,Cargo Area Rubber Mat - 118 Wheel Base,RAM,Floor Mats,395.00,537.00,537.00
82213904,Cargo Area Rubber Mat - 136 Wheel Base,RAM,Floor Mats,345.00,470.00,470.00
82213902,Cargo Area Rubber Mat - 159 Extended Wheel Base,RAM,Floor Mats,395.00,537.00,537.00
82213905,Cargo Area Rubber Mat - 159 Wheel Base,RAM,Floor Mats,372.00,502.00,502.00
82214431AB,Carpet Cargo Mat with Logo,RAM,Floor Mats,69.00,99.00,99.00
82215405,Carpeted Floor Mat - Front - Crew-Quad Cab - Black,RAM,Floor Mats,91.70,155.00,155.00
82215407,Carpeted Floor Mat - Front - Crew-Quad Cab - Brown,RAM,Floor Mats,91.70,155.00,155.00
82215409,Carpeted Floor Mat - Rear - Crew Cab - Black,RAM,Floor Mats,80.35,126.00,126.00
82215412,Carpeted Floor Mat - Rear - Crew Cab - Brown,RAM,Floor Mats,80.35,126.00,126.00
82215411,Carpeted Floor Mat - Rear - Quad Cab - Black,RAM,Floor Mats,80.35,126.00,126.00
82215410,Carpeted Floor Mat - Rear - Quad Cab - Brown,RAM,Floor Mats,80.35,126.00,126.00
82214428AB,Premium Carpet Mat - 1st Row - Vehicle Logo - Black,RAM,Floor Mats,117.00,172.00,172.00
82214968,Premium Carpet Mat - Front - Brand Logo - Black,RAM,Floor Mats,117.00,172.00,172.00
82213393AB,Premium Carpet Mat - Front - Vehicle Head Logo - Regular-Quad Cab - Black,RAM,Floor Mats,91.70,155.00,155.00
82213395AB,Premium Carpet Mat - Front - Vehicle Logo - Mega-Crew Cab - Black,RAM,Floor Mats,91.70,155.00,155.00
82213398AB,Premium Carpet Mat - Rear - Quad Cab - Black,RAM,Floor Mats,80.35,126.00,126.00
82213400AB,Premium Carpet Mat - Rear - Vehicle Logo - Crew Cab - Black,RAM,Floor Mats,80.35,126.00,126.00
82214429AB,Premium Carpet Mats - 2nd Row - Vehicle Logo - Black,RAM,Floor Mats,60.00,85.00,85.00
4418771,Floor Liner - 1st Row - Black,Weathertech,Floor Mats,124.91,146.95,168.99
4718771,Floor Liner - 1st Row - Cocoa,Weathertech,Floor Mats,124.91,146.95,168.99
472161,Floor Liner - 1st Row - Cocoa,Weathertech,Floor Mats,124.91,146.95,176.34
4618771,Floor Liner - 1st Row - Grey,Weathertech,Floor Mats,124.91,146.95,168.99
4518771,Floor Liner - 1st Row - Tan,Weathertech,Floor Mats,124.91,146.95,168.99
4416751,Floor Liner - 1st Row Over-The-Hump - Black,Weathertech,Floor Mats,150.41,176.95,203.49
4418911,Floor Liner - 1st Row Over-The-Hump - Black,Weathertech,Floor Mats,150.41,176.95,203.49
4718911,Floor Liner - 1st Row Over-The-Hump - Cocoa,Weathertech,Floor Mats,150.41,176.95,203.49
4618911,Floor Liner - 1st Row Over-The-Hump - Grey,Weathertech,Floor Mats,150.41,176.95,203.49
4518911,Floor Liner - 1st Row Over-The-Hump - Tan,Weathertech,Floor Mats,150.41,176.95,203.49
4418771IM,Floor Liner HP - 1st Row - Black,Weathertech,Floor Mats,133.41,156.95,180.49
4718771IM,Floor Liner HP - 1st Row - Cocoa,Weathertech,Floor Mats,133.41,156.95,180.49
4618771IM,Floor Liner HP - 1st Row - Grey,Weathertech,Floor Mats,133.41,156.95,180.49
4518771IM,Floor Liner HP - 1st Row - Tan,Weathertech,Floor Mats,133.41,156.95,180.49
4415453IM,Floor Liner HP - 2nd Row - Black,Weathertech,Floor Mats,114.71,134.95,155.19
4415455IM,Floor Liner HP - 2nd Row - Black,Weathertech,Floor Mats,114.71,134.95,155.19
442162IM,Floor Liner HP - 2nd Row - Black,Weathertech,Floor Mats,114.71,134.95,155.19
4715453IM,Floor Liner HP - 2nd Row - Cocoa,Weathertech,Floor Mats,114.71,134.95,155.19
4715455IM,Floor Liner HP - 2nd Row - Cocoa,Weathertech,Floor Mats,114.71,134.95,155.19
472162IM,Floor Liner HP - 2nd Row - Cocoa,Weathertech,Floor Mats,114.71,134.95,155.19
4615453IM,Floor Liner HP - 2nd Row - Grey,Weathertech,Floor Mats,114.71,134.95,155.19
4615455IM,Floor Liner HP - 2nd Row - Grey,Weathertech,Floor Mats,114.71,134.95,155.19
462162IM,Floor Liner HP - 2nd Row - Grey,Weathertech,Floor Mats,114.71,134.95,155.19
4515453IM,Floor Liner HP - 2nd Row - Tan,Weathertech,Floor Mats,114.71,134.95,155.19
4515455IM,Floor Liner HP - 2nd Row - Tan,Weathertech,Floor Mats,114.71,134.95,155.19
452162IM,Floor Liner HP - 2nd Row - Tan,Weathertech,Floor Mats,114.71,134.95,155.19
82215195,Adjustable Pintle Plate - 5000 lb,RAM,Hitch and Accessories,496.00,634.00,634.00
68628508AA,Ball Mount Kit,RAM,Hitch and Accessories,111.00,131.00,131.00
82215040AC,Electronic Trailer Brake Controller,RAM,Hitch and Accessories,331.00,457.00,457.00
82215278AF,Electronic Trailer Brake Controller,RAM,Hitch and Accessories,349.00,481.00,481.00
82214742AB,Fifth Wheel Hitch - Direct Mount - 20000 lb,RAM,Hitch and Accessories,1140.00,1550.00,1550.00
82214743AB,Fifth Wheel Hitch - Direct Mount - 25000 lb,RAM,Hitch and Accessories,1230.00,1675.00,1675.00
82213824,Fifth Wheel Hitch - Fixed Legs - 20000 lb,RAM,Hitch and Accessories,162.00,242.00,242.00
82213822AB,Fifth Wheel Hitch - Heavy Duty - 20000 lb,RAM,Hitch and Accessories,726.00,987.00,987.00
82213823,Fifth Wheel Hitch Glider - 20000 lb,RAM,Hitch and Accessories,297.00,413.00,413.00
82215838AB,Fifth Wheel Hitch Prep Kit,RAM,Hitch and Accessories,341.00,569.00,569.00
82213665AC,Fifth Wheel Hitch Prep Package,RAM,Hitch and Accessories,279.00,389.00,389.00
82215837AC,Fifth Wheel Prep Kit,RAM,Hitch and Accessories,262.00,366.00,366.00
82215769AD,Fifth Wheel Receiver Package - 30000 lb,RAM,Hitch and Accessories,1345.00,1810.00,1810.00
82216057AD,Gooseneck Ball Kit,RAM,Hitch and Accessories,297.00,413.00,413.00
82216058AD,Gooseneck Ball Kit - 3 Inch,RAM,Hitch and Accessories,297.00,413.00,413.00
82215839AC,Gooseneck Prep Kit,RAM,Hitch and Accessories,402.00,546.00,546.00
82215840AB,Gooseneck Prep Kit,RAM,Hitch and Accessories,444.00,740.00,740.00
82213981AC,Gooseneck Prep Package,RAM,Hitch and Accessories,367.00,506.00,506.00
82213565,Hitch Ball - 5000 lb - 2 Inch - Chrome,RAM,Hitch and Accessories,24.85,37.90,37.90
82213547,Hitch Ball Mount Adapter - 0.75 Inch Rise,RAM,Hitch and Accessories,33.45,48.65,48.65
82213548,Hitch Ball Mount Adapter - 2.75 Inch Rise,RAM,Hitch and Accessories,34.55,51.85,51.85
82214340AC,Hitch Receiver - 2 inch - Class II,RAM,Hitch and Accessories,243.95,407.00,407.00
82215222AD,Hitch Receiver - 2 Inch - Class IV,RAM,Hitch and Accessories,291.00,406.00,406.00
82213897AB,Hitch Receiver - 2 Inch - Class IV - RAM Cover,RAM,Hitch and Accessories,431.00,586.00,586.00
82208455AB,Hitch Receiver Plug - 2 Inch - Mopar Logo,RAM,Hitch and Accessories,15.15,23.90,23.90
82208454AB,Hitch Receiver Plug - RAM Head Logo,RAM,Hitch and Accessories,16.20,24.90,24.90
68628507AA,Integrated Trailer Brake Control,RAM,Hitch and Accessories,271.00,320.00,320.00
82219240AB,Integrated Trailer Brake Control Module,RAM,Hitch and Accessories,235.00,336.00,336.00
82219232AB,Integrated Trailer Brake Controller,RAM,Hitch and Accessories,235.00,336.00,336.00
68723418AA,Integrated Trailer Brake Module,RAM,Hitch and Accessories,256.00,300.00,300.00
68628505AA,Towing Starter Kit,RAM,Hitch and Accessories,78.30,92.70,92.70
68628506AA,Towing Starter Kit,RAM,Hitch and Accessories,83.45,97.85,97.85
82213563,Trailer Hitch Ball - 3500 lb - Chrome,RAM,Hitch and Accessories,22.70,34.65,34.65
82216302AA,Trailer Hitch Cover - RAM Logo,RAM,Hitch and Accessories,13.00,21.75,21.75
82215197,Trailer Tow Adapter Kit,RAM,Hitch and Accessories,113.00,178.00,178.00
82215198,Trailer Tow Adapter Kit,RAM,Hitch and Accessories,179.00,265.00,265.00
82215194,Trailer Tow Adapter Kit - TeleSwivel 210,RAM,Hitch and Accessories,461.00,629.00,629.00
82215196,Trailer Tow Adapter Kit - TeleSwivel 210,RAM,Hitch and Accessories,1145.00,1445.00,1445.00
82214341AF,Trailer Tow Harness - 4 Way and 7 Way,RAM,Hitch and Accessories,379.00,508.00,508.00
82213930AH,Trailer Tow Wiring Harness,RAM,Hitch and Accessories,355.00,476.00,476.00
82212195AB,Trailer Wiring Harness - Fifth Wheel,RAM,Hitch and Accessories,115.00,165.00,165.00
82211065AJ,Sports Hood with Integrated Scoops,RAM,Hoods,1220.00,1780.00,1780.00
82215272AD,Bed Light Kit,RAM,Lighting,168.00,249.00,249.00
82215795AD,Bed Light Kit,RAM,Lighting,259.00,347.00,347.00
68626150AA,Bumper Light Bar Kit,RAM,Lighting,592.00,697.00,697.00
68626151AA,Fog Pocket Light Kit,RAM,Lighting,497.00,584.95,584.95
68626153AA,Fog Pocket Light Kit,RAM,Lighting,341.00,402.00,402.00
68626155AA,Fog Pocket Light Kit,RAM,Lighting,251.00,294.95,294.95
82214239AB,Interior Cargo Lighting Strip,RAM,Lighting,237.00,323.00,323.00
82215274AE,Off-Road LED Light Kit,RAM,Lighting,655.00,893.00,893.00
82216514AA,Off-Road LED Light Kit,RAM,Lighting,1935.00,3250.00,3250.00
82216127AA,Off-Road Light Mounting Bracket,RAM,Lighting,72.25,107.00,107.00
82211190AB,Running Light - Roof Mounted - 5 Piece,RAM,Lighting,115.00,179.00,179.00
68714725AA,Action Camera Flex Mount - SeaSucker,RAM,Outdoor Recreation,55.65,87.60,87.60
68714722AA,Antenna Mount - SeaSucker WeBoost,RAM,Outdoor Recreation,95.00,135.00,135.00
68743830AA,BBQ Wind Screen - Large - 30 inch - Aluminum,RAM,Outdoor Recreation,100.05,115.00,115.00
68743829AA,BBQ Wind Screen - Medium - 24 inch - Aluminum,RAM,Outdoor Recreation,78.30,90.00,90.00
68743828AA,BBQ Wind Screen - Small - 18 inch - Aluminum,RAM,Outdoor Recreation,60.90,70.00,70.00
68650462AA,CB Radio,RAM,Outdoor Recreation,176.00,208.00,208.00
68650465AA,CB Radio,RAM,Outdoor Recreation,246.00,290.00,290.00
RAM-CB-RADIO,CB Radio,RAM,Outdoor Recreation,0.00,0.00,0.00
68741980AA,CB Radio - 250 GMRS,RAM,Outdoor Recreation,86.96,99.95,99.95
68741981AA,CB Radio - 450 GMRS,RAM,Outdoor Recreation,114.36,129.95,129.95
68741982AA,CB Radio - 500 GMRS,RAM,Outdoor Recreation,131.96,149.95,149.95
68714724AA,Garbage Bag Holder - Waste Band - SeaSucker,RAM,Outdoor Recreation,111.00,155.00,155.00
68714723AA,Heavy Duty Flashlight and Mount - SeaSucker,RAM,Outdoor Recreation,84.50,123.00,123.00
68663291AA,Hi-lift Jack Mount - SeaSucker,RAM,Outdoor Recreation,192.00,227.00,227.00
TCXT9034,Hitch Mount Bicycle Carrier - 2 Inch Hitch - Thule,RAM,Outdoor Recreation,788.00,928.00,928.00
TC905800,Hitch Mount Bike Carrier - 2 Bike,RAM,Outdoor Recreation,333.00,392.00,392.00
68717828AA,Hitch Mount Bike Carrier - 2 Bike - 2 inch Receiver - Sherpa - Kuat,RAM,Outdoor Recreation,639.11,809.00,809.00
68727409AA,Hitch Mount Grill - F-20 - Dual Swing,RAM,Outdoor Recreation,742.90,874.00,874.00
TC905600,Hitch Mount Hanging Bike Carrier - 4 Bike - Thule,RAM,Outdoor Recreation,394.00,465.00,465.00
68727410AA,Hitch Mounted Cargo and Utility Table - Ledge - Dual Swing,RAM,Outdoor Recreation,525.10,590.00,590.00
68727411AA,Hitch Mounted Cargo and Utility Table - XL Ledge - Dual Swing,RAM,Outdoor Recreation,472.50,525.00,525.00
68727412AA,Hitch Mounted Kitchen and Cook Station - Dual Swing,RAM,Outdoor Recreation,934.50,1050.00,1050.00
68714717AA,Hydraulic Jack Mount - SeaSucker,RAM,Outdoor Recreation,165.00,219.00,219.00
68714719AA,Light Bar Mount - SeaSucker,RAM,Outdoor Recreation,124.00,169.00,169.00
68714718AA,Mirror Mount - SeaSucker,RAM,Outdoor Recreation,63.90,97.95,97.95
68714715AA,Monkey Bar - 60 inch - SeaSucker,RAM,Outdoor Recreation,478.00,597.00,597.00
68714726AA,Naked Flex Mount - SeaSucker,RAM,Outdoor Recreation,82.00,119.00,119.00
68663292AA,One Bike Carrier - SeaSucker Talon Max,RAM,Outdoor Recreation,287.00,346.00,346.00
68714727AA,Phone Mount - SeaSucker X-Grip,RAM,Outdoor Recreation,77.25,114.00,114.00
68625060AA,Powered Cooler - CFX3-100 - Dometic,RAM,Outdoor Recreation,1190.00,1399.99,1399.99
68625098AA,Powered Cooler - CFX3-25 - Dometic,RAM,Outdoor Recreation,736.00,866.00,866.00
68625055AA,Powered Cooler - CFX3-35 - Dometic,RAM,Outdoor Recreation,788.00,928.00,928.00
68625056AA,Powered Cooler - CFX3-45 - Dometic,RAM,Outdoor Recreation,841.00,990.00,990.00
68625058AA,Powered Cooler - Dual Zone - CFX3-75 - Dometic,RAM,Outdoor Recreation,1140.00,1345.00,1345.00
68625059AA,Powered Cooler - Dual Zone - CFX3-95 - Dometic,RAM,Outdoor Recreation,1270.00,1495.00,1495.00
68625057AA,Powered Cooler IM - CFX3-55IM - Dometic,RAM,Outdoor Recreation,964.00,1135.00,1135.00
68625067AA,Powered Cooler Protective Cover - CFX3-PC100 - Dometic,RAM,Outdoor Recreation,127.00,149.99,149.99
68625061AA,Powered Cooler Protective Cover - CFX3-PC25 - Dometic,RAM,Outdoor Recreation,110.00,129.99,129.99
68625062AA,Powered Cooler Protective Cover - CFX3-PC35 - Dometic,RAM,Outdoor Recreation,114.00,135.00,135.00
68625063AA,Powered Cooler Protective Cover - CFX3-PC45 - Dometic,RAM,Outdoor Recreation,110.00,129.99,129.99
68625064AA,Powered Cooler Protective Cover - CFX3-PC55IM - Dometic,RAM,Outdoor Recreation,110.00,129.99,129.99
68625065AA,Powered Cooler Protective Cover - CFX3-PC75 - Dometic,RAM,Outdoor Recreation,131.00,155.00,155.00
